1.000554,0.029996,1.004361,1.004679,0.499152,0.495370,0.000000
0.963296,0.030389,0.983389,1.017545,0.513204,0.491613,0.000000
1.020618,0.029918,1.024554,1.000162,0.497289,0.494426,0.000000
0.997671,0.030416,0.988925,0.999837,0.498471,0.506570,0.000000
1.005018,0.029983,0.998848,1.005062,0.500001,0.491501,0.000000
0.987595,0.030881,0.959653,0.991787,0.497133,0.524366,0.000000
1.009691,0.029232,1.044745,0.998988,0.501257,0.500139,0.000000
0.999446,0.029123,1.066375,0.995082,0.501363,0.518903,0.000000
1.004648,0.029856,1.006325,0.999369,0.498284,0.499861,0.000000
0.959425,0.032256,0.895149,1.027839,0.505792,0.474501,0.000000
0.992640,0.030013,1.003199,0.999185,0.499998,0.509604,0.000000
1.013611,0.031944,0.920976,0.982168,0.491665,0.525296,0.000000
1.012034,0.029027,1.066165,0.995127,0.499269,0.509635,0.000000
1.012058,0.029896,1.006480,0.998279,0.499554,0.497906,0.000000
1.004648,0.029856,1.006325,0.999369,0.498284,0.499861,0.000000
0.933460,0.030069,1.001151,1.006642,0.505247,0.527343,0.000000
0.981136,0.030838,0.975124,1.017167,0.505312,0.488096,0.000000
1.002104,0.030403,0.988297,1.004702,0.500326,0.495263,0.000000
0.949950,0.030000,0.990520,1.004675,0.503753,0.523106,0.000000
0.949950,0.030000,0.990520,1.004675,0.503753,0.523106,0.000000
1.072950,0.094138,0.971294,1.041130,0.535799,0.522209,0.000000
0.904703,0.096783,0.950597,1.020951,0.520301,0.594907,0.000000
0.939181,0.098775,0.965531,1.029555,0.523952,0.599269,0.000000
1.078626,0.097899,0.956619,0.952249,0.537499,0.591938,0.000000
0.982018,0.097559,0.967145,0.995094,0.521837,0.536213,0.000000
0.988924,0.092655,0.998442,1.033740,0.555531,0.551857,0.000000
0.986826,0.087970,1.012642,0.999221,0.500386,0.503572,0.000000
1.007724,0.087970,1.012639,0.999395,0.498762,0.493091,0.000000
1.041974,0.099773,0.927008,1.046409,0.517270,0.413212,0.000000
1.054169,0.098570,0.932143,1.042063,0.514788,0.413198,0.000000
0.980316,0.094140,0.960111,1.019253,0.508474,0.474006,0.000000
1.015325,0.090922,0.996406,0.990503,0.493324,0.514727,0.000000
0.982171,0.088021,1.009001,0.999196,0.496589,0.503378,0.000000
1.007724,0.087970,1.012639,0.999395,0.495401,0.493091,0.000000
1.001062,0.088624,1.009941,1.000349,0.499614,0.497590,0.000000
1.008937,0.088561,1.005864,0.992662,0.494916,0.502411,0.000000
1.001062,0.088624,1.009941,1.000349,0.499614,0.497590,0.000000
0.998938,0.089078,1.001557,1.102401,0.495998,0.496784,0.000000
1.045185,0.094967,0.968832,0.889103,0.474157,0.548741,0.000000
0.990428,0.091007,0.981767,1.125527,0.623535,0.265366,0.000000
1.000618,0.230162,0.928437,1.007390,0.499601,0.498749,0.000000
1.289765,0.230202,0.897659,0.986629,0.499495,0.471797,0.000000
0.991837,0.230490,1.099287,1.000153,0.502787,0.501905,0.000000
1.001434,0.229981,1.201436,0.978226,0.500384,0.561559,0.000000
1.005281,0.229931,1.003681,1.061660,0.505266,0.509655,0.000000
0.994162,0.230449,0.997286,1.037391,0.500381,0.540447,0.000000
0.990392,0.227507,0.999366,1.000018,0.499618,0.555867,0.000000
0.999963,0.229974,0.998388,1.047915,0.498412,0.498123,0.000000
0.994852,0.230492,0.999865,1.039091,0.501105,0.503148,0.000000
0.994162,0.230449,0.997286,1.007391,0.500381,0.500447,0.000000
0.903638,0.218851,1.001748,1.000010,0.497597,0.516525,0.000000
1.067112,0.220012,1.029719,0.957914,0.506656,0.485599,0.000000
1.125461,0.239817,0.990116,0.950170,0.505799,0.491815,0.000000
0.995938,0.230222,0.997425,1.006839,0.498747,0.499552,0.000000
1.285328,0.227743,1.196679,0.960019,0.496308,0.502665,0.000000
0.990792,0.228399,1.000134,0.951481,0.503067,0.493078,0.000000
1.018980,0.230019,1.003792,0.955867,0.499353,0.499442,0.000000
1.000036,0.230206,0.998145,0.967760,0.497189,0.468662,0.000000
0.985789,0.227837,1.197032,0.999989,0.495221,0.503394,0.000000
1.095949,0.229429,1.208017,0.967914,0.503024,0.468837,0.000000
1.354826,0.074720,0.986776,0.640587,0.528051,0.387928,0.000000
0.950589,0.020460,1.013828,0.464222,0.497426,0.513293,0.000000
0.955062,0.026806,1.000639,0.506786,0.506959,0.480000,0.000000
1.065957,0.046641,0.989443,0.432496,0.486472,0.557403,0.000000
1.085701,0.050346,0.984112,0.446206,0.493346,0.535260,0.000000
0.965617,0.013719,1.036547,0.467525,0.493734,0.510714,0.000000
1.132529,0.053394,0.987600,0.508819,0.507619,0.475368,0.000000
1.011216,0.032061,1.003379,0.455310,0.495685,0.521152,0.000000
